Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity,clean_review,temp_list
5861,"jorgensen is a respected name in wood clamps. i have several in my shop. however, these clamps are made in china and the quality control is lacking. the threads do not freely move. it takes two hands to operate the clamp. one to hold the clamp and the other to turn the handle. not so hot when one needs to hold the workpiece with one hand. i returned one set to the store where purchased because the threads were bad. i won't buy these again and i am so sad to see jorgensen go down this path.",0,0,1,0,0,0,0,0,0,1,0,0,jorgensen respected name wood clamps several shop however clamps made china quality control lacking threads not freely move takes two hands operate clamp one hold clamp turn handle not hot one needs hold workpiece one hand returned one set store purchased threads bad not buy sad see jorgensen go path,"['jorgensen', 'respected', 'name', 'wood', 'clamps', 'several', 'shop', 'however', 'clamps', 'made', 'china', 'quality', 'control', 'lacking', 'threads', 'not', 'freely', 'move', 'takes', 'two', 'hands', 'operate', 'clamp', 'one', 'hold', 'clamp', 'turn', 'handle', 'not', 'hot', 'one', 'needs', 'hold', 'workpiece', 'one', 'hand', 'returned', 'one', 'set', 'store', 'purchased', 'threads', 'bad', 'not', 'buy', 'sad', 'see', 'jorgensen', 'go', 'path']"
5862,"items cut well but mine was an online order and the locking arm that locks the cutters in the closed position came bent, which left it dangerous to store...currently i have the closed in my bag with electric tape but the piece is plastic and unsat.  works, but fragile and wouldn't recomend. i'll be returning it next trip to lowes.",0,1,0,0,0,0,0,0,0,1,0,0,items cut well mine online order locking arm locks cutters closed position came bent left dangerous store currently closed bag electric tape piece plastic unsat works fragile would not recomend returning next trip lowes,"['items', 'cut', 'well', 'mine', 'online', 'order', 'locking', 'arm', 'locks', 'cutters', 'closed', 'position', 'came', 'bent', 'left', 'dangerous', 'store', 'currently', 'closed', 'bag', 'electric', 'tape', 'piece', 'plastic', 'unsat', 'works', 'fragile', 'would', 'not', 'recomend', 'returning', 'next', 'trip', 'lowes']"
5863,we used these to hang paneling to our ceiling.   did not jam up and easy to load!,0,0,0,0,0,1,0,0,0,0,1,1,used hang paneling ceiling not jam easy load,"['used', 'hang', 'paneling', 'ceiling', 'not', 'jam', 'easy', 'load']"
5864,excellent product.  they are more comfortable than any of our previous cushions and have convenient ties so they don't slide around.  great value!,0,0,0,0,0,0,0,0,1,1,1,1,excellent product comfortable previous cushions convenient ties not slide around great value,"['excellent', 'product', 'comfortable', 'previous', 'cushions', 'convenient', 'ties', 'not', 'slide', 'around', 'great', 'value']"
5865,sturdy and strong,0,0,0,0,0,0,0,0,0,1,0,1,sturdy strong,"['sturdy', 'strong']"
5866,i use for my daughter playroom i love i can see all the room. image is clear and good,0,0,0,0,0,0,0,0,0,1,0,1,use daughter playroom love see room image clear good,"['use', 'daughter', 'playroom', 'love', 'see', 'room', 'image', 'clear', 'good']"
5867,"cutters are difficult to use on 3/4in pipe. overall they made the task easier.  caution when cutting older pvc pipe, pipe tends to crush verses cut.",0,0,0,0,0,0,0,0,0,0,1,0,cutters difficult use pipe overall made task easier caution cutting older pvc pipe pipe tends crush verses cut,"['cutters', 'difficult', 'use', 'pipe', 'overall', 'made', 'task', 'easier', 'caution', 'cutting', 'older', 'pvc', 'pipe', 'pipe', 'tends', 'crush', 'verses', 'cut']"
5868,good strong material at a fair price.,0,0,0,0,0,0,0,1,1,0,0,1,good strong material fair price,"['good', 'strong', 'material', 'fair', 'price']"
5869,great picture quality. i have three in the house and one outside. although places outside it works just as good as if it was inside. has been rained our multiple times and there have been no equipment failure. highly recommend for the price.,0,0,0,0,0,1,0,0,1,1,0,1,great picture quality three house one outside although places outside works good inside rained multiple times no equipment failure highly recommend price,"['great', 'picture', 'quality', 'three', 'house', 'one', 'outside', 'although', 'places', 'outside', 'works', 'good', 'inside', 'rained', 'multiple', 'times', 'no', 'equipment', 'failure', 'highly', 'recommend', 'price']"
5870,"we purchased the indoor nest cam as a christmas present to ourselves after it came highly recommended by a close friend for use as a baby/child monitor. we previously owned a wyze cam (much cheaper) in hopes this would meet our needs, unfortunately it's unreliable connection made it pretty worthless. so far, the nest cam has been everything we've needed. it's reliable and so easy to set up.",0,0,0,0,0,0,1,0,0,1,0,1,purchased indoor nest cam christmas present came highly recommended close friend use baby child monitor previously owned wyze cam much cheaper hopes would meet needs unfortunately unreliable connection made pretty worthless far nest cam everything needed reliable easy set,"['purchased', 'indoor', 'nest', 'cam', 'christmas', 'present', 'came', 'highly', 'recommended', 'close', 'friend', 'use', 'baby', 'child', 'monitor', 'previously', 'owned', 'wyze', 'cam', 'much', 'cheaper', 'hopes', 'would', 'meet', 'needs', 'unfortunately', 'unreliable', 'connection', 'made', 'pretty', 'worthless', 'far', 'nest', 'cam', 'everything', 'needed', 'reliable', 'easy', 'set']"
5871,best toilet i've ever had.  uses minimum water but always manages to flush everything down with one flush.  it is quiet and very efficient.,0,0,0,0,1,1,0,0,0,0,0,1,best toilet ever uses minimum water always manages flush everything one flush quiet efficient,"['best', 'toilet', 'ever', 'uses', 'minimum', 'water', 'always', 'manages', 'flush', 'everything', 'one', 'flush', 'quiet', 'efficient']"
5872,"these clamps are great for the intended purposes and the strongest i've ever had,as far as this style of clamp is concerned,nothing better.",0,0,0,0,0,0,0,0,0,1,0,1,clamps great intended purposes strongest ever far style clamp concerned nothing better,"['clamps', 'great', 'intended', 'purposes', 'strongest', 'ever', 'far', 'style', 'clamp', 'concerned', 'nothing', 'better']"
5873,very durable and comfortable,0,0,0,0,0,0,0,0,0,1,1,1,durable comfortable,"['durable', 'comfortable']"
5874,"this cutter would not cut 3/4"" pex square. it requires significant force to cut through a 3/4"" pex. the average person could not squeeze the handle to even get a half-fast cut. tried several tiimes paying attention to keeping the tubing perpindicular to the cuting blade, and it still cut at a small angle. i wouldn't try to use a shark bite push on fitting with the non square cuts done by the device.its so bad that i ordered a different style cutter from amazon, and i will report on how it did. i am tempted to return it, but probably give it to somebody who is just looking for any old cutter.",0,0,0,0,0,1,0,0,0,0,0,0,cutter would not cut pex square requires significant force cut pex average person could not squeeze handle even get half fast cut tried several tiimes paying attention keeping tubing perpindicular cuting blade still cut small angle would not try use shark bite push fitting non square cuts done device bad ordered different style cutter amazon report tempted return probably give somebody looking old cutter,"['cutter', 'would', 'not', 'cut', 'pex', 'square', 'requires', 'significant', 'force', 'cut', 'pex', 'average', 'person', 'could', 'not', 'squeeze', 'handle', 'even', 'get', 'half', 'fast', 'cut', 'tried', 'several', 'tiimes', 'paying', 'attention', 'keeping', 'tubing', 'perpindicular', 'cuting', 'blade', 'still', 'cut', 'small', 'angle', 'would', 'not', 'try', 'use', 'shark', 'bite', 'push', 'fitting', 'non', 'square', 'cuts', 'done', 'device', 'bad', 'ordered', 'different', 'style', 'cutter', 'amazon', 'report', 'tempted', 'return', 'probably', 'give', 'somebody', 'looking', 'old', 'cutter']"
5875,"fantastic quality, thick and durable. however made my life difficult when installing it as it's thicker and very difficult to push in with the spleen. but i know this one will not rip!",0,0,0,1,0,0,0,0,0,1,0,1,fantastic quality thick durable however made life difficult installing thicker difficult push spleen know one not rip,"['fantastic', 'quality', 'thick', 'durable', 'however', 'made', 'life', 'difficult', 'installing', 'thicker', 'difficult', 'push', 'spleen', 'know', 'one', 'not', 'rip']"
5876,"extended a water line and installed a frost free hydrant using 3/4"" pex. tool and clamps that came with it worked great.",0,0,0,0,0,1,0,0,0,0,0,1,extended water line installed frost free hydrant using pex tool clamps came worked great,"['extended', 'water', 'line', 'installed', 'frost', 'free', 'hydrant', 'using', 'pex', 'tool', 'clamps', 'came', 'worked', 'great']"
5877,unfortunately the cushions are of poor quality and are already wrinkled and sagging.,0,0,0,0,0,0,0,0,0,1,0,0,unfortunately cushions poor quality already wrinkled sagging,"['unfortunately', 'cushions', 'poor', 'quality', 'already', 'wrinkled', 'sagging']"
5878,i love the style of this toilet for easy cleaning! flushes great too!,0,0,1,0,0,1,0,0,0,0,1,1,love style toilet easy cleaning flushes great,"['love', 'style', 'toilet', 'easy', 'cleaning', 'flushes', 'great']"
5879,"good, fit my brothers nail gun",0,0,0,1,0,0,0,0,0,0,0,1,good fit brothers nail gun,"['good', 'fit', 'brothers', 'nail', 'gun']"
5880,i returned it. the i think the quick release mechanism failed. it would not keep any pressure. very poor design.,0,0,1,0,0,1,0,0,0,0,0,0,returned think quick release mechanism failed would not keep pressure poor design,"['returned', 'think', 'quick', 'release', 'mechanism', 'failed', 'would', 'not', 'keep', 'pressure', 'poor', 'design']"
5881,great quality and very easy to use,0,0,0,0,0,0,0,0,0,1,1,1,great quality easy use,"['great', 'quality', 'easy', 'use']"
5882,good quality product. flushes well despite the low water use. nice deep bowl.,0,0,0,0,1,1,0,0,0,1,0,1,good quality product flushes well despite low water use nice deep bowl,"['good', 'quality', 'product', 'flushes', 'well', 'despite', 'low', 'water', 'use', 'nice', 'deep', 'bowl']"
5883,i work very well in my tool.,0,0,0,0,0,1,0,0,0,0,0,1,work well tool,"['work', 'well', 'tool']"
5884,"thought this would be the answer to my screen holes, but after a couple days, it started falling off.",0,0,0,0,0,0,0,0,0,1,0,0,thought would answer screen holes couple days started falling,"['thought', 'would', 'answer', 'screen', 'holes', 'couple', 'days', 'started', 'falling']"
5885,works great but only bought one.thinking i should have bought a couple or one like the in ground type that focuses on one part,0,0,0,0,0,1,0,0,0,0,0,1,works great bought one thinking bought couple one like ground type focuses one part,"['works', 'great', 'bought', 'one', 'thinking', 'bought', 'couple', 'one', 'like', 'ground', 'type', 'focuses', 'one', 'part']"
5886,perfect for the front and back yard. the distant is control easily with how much pressure is pit from the hose line,0,0,0,0,0,0,0,0,0,0,1,1,perfect front back yard distant control easily much pressure pit hose line,"['perfect', 'front', 'back', 'yard', 'distant', 'control', 'easily', 'much', 'pressure', 'pit', 'hose', 'line']"
5887,easy installation. it saves water compared to our older toilets.,0,0,0,0,1,0,1,0,0,0,0,1,easy installation saves water compared older toilets,"['easy', 'installation', 'saves', 'water', 'compared', 'older', 'toilets']"
5888,camera worked until i had to charge the battery. after i charged it the camera has not worked again,0,0,0,0,0,1,0,0,0,0,0,0,camera worked charge battery charged camera not worked,"['camera', 'worked', 'charge', 'battery', 'charged', 'camera', 'not', 'worked']"
5889,these would gum up my new nail gun. went with a different manufacturer,0,0,0,0,0,0,0,0,0,1,0,0,would gum new nail gun went different manufacturer,"['would', 'gum', 'new', 'nail', 'gun', 'went', 'different', 'manufacturer']"
5890,"great product. well thought-out, good app., does what i need it to and then some. while a bit of a premium in price, seems like a well-made, well-engineered product that delivers great value for the price.",0,0,0,0,1,0,0,0,1,1,0,1,great product well thought good app need bit premium price seems like well made well engineered product delivers great value price,"['great', 'product', 'well', 'thought', 'good', 'app', 'need', 'bit', 'premium', 'price', 'seems', 'like', 'well', 'made', 'well', 'engineered', 'product', 'delivers', 'great', 'value', 'price']"
5891,these cushions really are nice. the fabric fit my decor beautifully  and is water repellent. my seats are so comfy to sit on now.  so very happy with this purchase.carolina,0,0,0,1,0,0,0,0,0,0,1,1,cushions really nice fabric fit decor beautifully water repellent seats comfy sit happy purchase carolina,"['cushions', 'really', 'nice', 'fabric', 'fit', 'decor', 'beautifully', 'water', 'repellent', 'seats', 'comfy', 'sit', 'happy', 'purchase', 'carolina']"
